nom,categorie,prix_eur,volume_L,degre_pct,ratio,image,url
"Romain Duvernay, 2023 - Côte-Rotie AOP - Rouge - 75 cl",vins-rouges,42.5,0.75,,,https://media.e.leclerc/3760256772812_1,https://www.e.leclerc/pro/romain-duvernay-2023-cote-rotie-aop-rouge-75-cl
"Château Barreyres, 2023 - Haut-Médoc AOP - Rouge -  75 cl",vins-rouges,11.93,0.75,,,https://media.e.leclerc/3211209133452_1,https://www.e.leclerc/pro/chateau-barreyres-2023-haut-medoc-aop-rouge-75-cl
"CHATEAU DE L'ENGARRAN, 2023 - Languedoc Grés de Montpellier AOP - Rouge - 75 cl",vins-rouges,8.25,0.75,14.5,75.86,https://media.e.leclerc/3760029524075_1,https://www.e.leclerc/pro/chateau-de-l-engarran-2023-languedoc-gres-de-montpellier-aop-rouge-75-cl
"Romain duvernay BIO, 2023 - Côtes du Rhône Villages Laudun AOP - Rouge - 75 cl",vins-rouges,7.25,0.75,14.5,66.67,https://media.e.leclerc/3760256770610_1,https://www.e.leclerc/pro/romain-duvernay-bio-2023-cotes-du-rhone-villages-laudun-aop-rouge-75-cl
"Tautavelissime, 2022 - Côtes-du-Roussillon-Villages AOP - Rouge - 75 cl",vins-rouges,8.75,0.75,,,https://fgellaobb.filerobot.com/3514123100303_1,https://www.e.leclerc/pro/tautavelissime-2022-cotes-du-roussillon-villages-aop-rouge-75-cl
"Le Petit Dahut, 2024 - Pays d'Oc IGP - Rouge - 75 cl",vins-rouges,4.5,0.75,,,https://media.e.leclerc/3701433909539_1,https://www.e.leclerc/pro/le-petit-dahut-2024-pays-d-oc-igp-rouge-75-cl
"Moillard, 2022 - Chorey-les-Beaunes AOP - Rouge - 75 cl",vins-rouges,20.75,0.75,,,https://media.e.leclerc/3180421050529_1,https://www.e.leclerc/pro/moillard-2022-chorey-les-beaunes-aop-rouge-75-cl
"Château Lilian Ladouys, 2022 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,,0.75,,,https://media.e.leclerc/3760211021511_1,https://www.e.leclerc/pro/chateau-lilian-ladouys-2022-saint-estephe-aop-rouge-75-cl
"Château Brunely, 2023 - Vacqueyras AOP - Rouge - 75 cl",vins-rouges,8.65,0.75,,,https://fgellaobb.filerobot.com/3770003548546_1,https://www.e.leclerc/pro/chateau-brunely-2023-vacqueyras-aop-rouge-75-cl
"Pierre Gaillard, 2022 - Crozes-Hermitage AOP - Rouge - 75 cl",vins-rouges,22.0,0.75,12.5,234.67,https://media.e.leclerc/2030009532033_1,https://www.e.leclerc/pro/pierre-gaillard-2022-crozes-hermitage-aop-rouge-75-cl
"Domaine Barreau, 2024 - Gaillac AOP - Rouge - 75 cl",vins-rouges,5.95,0.75,12.5,63.47,https://media.e.leclerc/3770001286525_1,https://www.e.leclerc/pro/domaine-barreau-2024-gaillac-aop-rouge-75-cl
"Trimbach, 2023 - Alsace Pinot Noir AOP - Rouge - 75 cl",vins-rouges,18.5,0.75,,,https://media.e.leclerc/3760105300517_1,https://www.e.leclerc/pro/trimbach-2023-alsace-pinot-noir-aop-rouge-75-cl
"Louis Hauller Vieilles Vignes BIO, 2023 - Alsace AOP - Rouge - 75 cl",vins-rouges,7.25,0.75,12.5,77.33,https://media.e.leclerc/3545460000742_1,https://www.e.leclerc/pro/louis-hauller-vieilles-vignes-bio-2023-alsace-aop-rouge-75-cl
"Cheval des andes, 2022, ARGENTINE - Rouge -  75 cl",vins-rouges,75.0,0.75,,,https://media.e.leclerc/7790975206028_1,https://www.e.leclerc/pro/cheval-des-andes-2022-argentine-rouge-75-cl
"Cantelaudette, 2023 - Graves de vayres AOP - Rouge - 75 cl",vins-rouges,7.05,0.75,,,https://media.e.leclerc/3397254990131_1,https://www.e.leclerc/pro/cantelaudette-2023-graves-de-vayres-aop-rouge-75-cl
"Laurent Brotte, 2023 - Saint-Joseph AOP - Rouge - 75 cl",vins-rouges,14.5,0.75,12.5,154.67,https://fgellaobb.filerobot.com/3217661023911_1,https://www.e.leclerc/pro/laurent-brotte-2023-saint-joseph-aop-rouge-75-cl
"Le Dahut, 2023 - Languedoc AOP - Rouge - 75 cl",vins-rouges,5.27,0.75,,,https://media.e.leclerc/3760280000844_1,https://www.e.leclerc/pro/le-dahut-2023-languedoc-aop-rouge-75-cl
"Domaine des Damoiselles BIO, 2024 - Saumur-Champigny AOP - Rouge - 75 cl",vins-rouges,,0.75,12.5,,https://media.e.leclerc/3760267310003_1,https://www.e.leclerc/pro/domaine-des-damoiselles-bio-2024-saumur-champigny-aop-rouge-75-cl
"Magnum Mouton Cadet, 2023 - Bordeaux AOP - Rouge - 1.5 L",vins-rouges,18.99,1.5,12.5,101.28,https://media.e.leclerc/3262151637154_1,https://www.e.leclerc/pro/magnum-mouton-cadet-2023-bordeaux-aop-rouge-1-5-l
"Aubert & Mathieu Grande Réserve, 2021 - Corbières AOP - Rouge -  75 cl",vins-rouges,9.8,0.75,,,https://fgellaobb.filerobot.com/3770012860141_1,https://www.e.leclerc/pro/aubert-mathieu-grande-reserve-2021-corbieres-aop-rouge-75-cl
"Domaine Courbis, 2022 - Cornas AOP - Rouge - 75 cl",vins-rouges,29.5,0.75,,,https://media.e.leclerc/3539085220012_1,https://www.e.leclerc/pro/domaine-courbis-2022-cornas-aop-rouge-75-cl
"Chenaie du Tilh, 2019 - Madiran AOP - Rouge - 75 cl",vins-rouges,7.99,0.75,,,https://media.e.leclerc/3270040285652_1,https://www.e.leclerc/pro/chenaie-du-tilh-2019-madiran-aop-rouge-75-cl
"Romain Duvernay, 2023 - Crozes-Hermitage AOP - Rouge - 75 cl",vins-rouges,10.55,0.75,,,https://media.e.leclerc/3760256772621_1,https://www.e.leclerc/pro/romain-duvernay-2023-crozes-hermitage-aop-rouge-75-cl
"Citran, 2022 - Bordeaux Supérieur AOP - Rouge - 75 cl",vins-rouges,7.64,0.75,13.5,75.46,https://media.e.leclerc/3251091410453_1,https://www.e.leclerc/pro/citran-2022-bordeaux-superieur-aop-rouge-75-cl
"Château Latour Camblanes, 2022 - Cadillac Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,6.94,0.75,14.5,63.82,https://media.e.leclerc/3211209136347_1,https://www.e.leclerc/pro/chateau-latour-camblanes-2022-cadillac-cotes-de-bordeaux-aop-rouge-75-cl
"Arsac, 2023 - Margaux AOP - Rouge - 75 cl",vins-rouges,16.95,0.75,,,https://media.e.leclerc/3700961401201_1,https://www.e.leclerc/pro/arsac-2023-margaux-aop-rouge-75-cl
"FONJOYA, 2024 - Saint-Guilhem le Désert IGP - Rouge - 75 cl",vins-rouges,6.49,0.75,13.5,64.1,https://media.e.leclerc/3268760001881_1,https://www.e.leclerc/pro/fonjoya-2024-saint-guilhem-le-desert-igp-rouge-75-cl
"Mythique, 2024 - Pays d'Oc IGP - Rouge - 75 cl",vins-rouges,3.95,0.75,12.5,42.13,https://fgellaobb.filerobot.com/3148592019745_1,https://www.e.leclerc/pro/mythique-2024-pays-d-oc-igp-rouge-75-cl
"Gérard Bertrand Réserve, 2023 - Fitou AOP - Rouge - 75 cl",vins-rouges,7.88,0.75,14.5,72.46,https://media.e.leclerc/3514123111088_1,https://www.e.leclerc/pro/gerard-bertrand-reserve-2023-fitou-aop-rouge-75-cl
"Romain Duvernay, 2023 - Cairanne AOP - Rouge - 75 cl",vins-rouges,7.35,0.75,14.5,67.59,https://media.e.leclerc/3760256771839_1,https://www.e.leclerc/pro/romain-duvernay-2023-cairanne-aop-rouge-75-cl
"E. Guigal, 2021 - Crozes-Hermitage AOP - Rouge - 75 cl",vins-rouges,17.14,0.75,,,https://media.e.leclerc/3536650801003_1,https://www.e.leclerc/pro/e-guigal-2021-crozes-hermitage-aop-rouge-75-cl
"Grand Vin de Reignac, 2023 - Bordeaux Supérieur AOP - Rouge - 75 cl",vins-rouges,16.95,0.75,,,https://media.e.leclerc/3492744075234_1,https://www.e.leclerc/pro/grand-vin-de-reignac-2023-bordeaux-superieur-aop-rouge-75-cl
"Château La Lagune BIO, 2023 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,34.9,0.75,13.5,344.69,https://media.e.leclerc/3277038436768_1,https://www.e.leclerc/pro/chateau-la-lagune-bio-2023-haut-medoc-aop-rouge-75-cl
"Dominique Morel, 2024 - Fleurie AOP - Rouge - 75 cl",vins-rouges,7.7,0.75,12.5,82.13,https://media.e.leclerc/3760358654429_1,https://www.e.leclerc/pro/dominique-morel-2024-fleurie-aop-rouge-75-cl
"Château Les Tours de Peyrat  Cuvée Les Demoiselles BIO, 2021 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,6.25,0.75,13.5,61.73,https://fgellaobb.filerobot.com/3480520002741_1,https://www.e.leclerc/pro/chateau-les-tours-de-peyrat-cuvee-les-demoiselles-bio-2021-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"Heritages, 2025 - Côtes du Rhône AOP - Rouge - 75 cl",vins-rouges,6.15,0.75,14.5,56.55,https://media.e.leclerc/3142806832861_1,https://www.e.leclerc/pro/heritages-2025-cotes-du-rhone-aop-rouge-75-cl
"Château Petit Boyer Les Lions, 2023 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,4.9,0.75,,,https://media.e.leclerc/3760039460059_1,https://www.e.leclerc/pro/chateau-petit-boyer-les-lions-2023-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"Clos la gaffeliere, 2023 - Saint-Emilion Grand Cru AOP - Rouge - 75 cl",vins-rouges,22.89,0.75,,,https://media.e.leclerc/3760175856822_1,https://www.e.leclerc/pro/clos-la-gaffeliere-2023-saint-emilion-grand-cru-aop-rouge-75-cl
"Tours de Pierreux, 2023 - Brouilly AOP - Rouge - 75 cl",vins-rouges,8.75,0.75,13.5,86.42,https://media.e.leclerc/3257650086572_1,https://www.e.leclerc/pro/tours-de-pierreux-2023-brouilly-aop-rouge-75-cl
"Château Petit Bocq, 2023 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,17.9,0.75,,,https://media.e.leclerc/3760109920582_1,https://www.e.leclerc/pro/chateau-petit-bocq-2023-saint-estephe-aop-rouge-75-cl
"Château Larrivet haut-brion, 2021 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,37.9,0.75,13.5,374.32,https://fgellaobb.filerobot.com/3507381002601_1,https://www.e.leclerc/pro/chateau-larrivet-haut-brion-2021-pessac-leognan-aop-rouge-75-cl
"Magnum Grand Vin de REIGNAC, 2022 - Bordeaux AOP - Rouge - 1.5 L",vins-rouges,39.9,1.5,,,https://media.e.leclerc/3492744150221_1,https://www.e.leclerc/pro/magnum-grand-vin-de-reignac-2022-bordeaux-aop-rouge-1-5-l
"Romain Duvernay, 2023 - Rasteau AOP - Rouge - 75 cl",vins-rouges,9.5,0.75,,,https://media.e.leclerc/3760256777749_1,https://www.e.leclerc/pro/romain-duvernay-2023-rasteau-aop-rouge-75-cl
"Château Fombrauge, 2023 - Saint-Emilion Grand Cru Classé AOP - Rouge - 75 cl",vins-rouges,25.95,0.75,14.5,238.62,https://media.e.leclerc/3344200005876_1,https://www.e.leclerc/pro/chateau-fombrauge-2023-saint-emilion-grand-cru-classe-aop-rouge-75-cl
"Château de Goëlane, 2022 - Bordeaux Supérieur AOP - Rouge - 75 cl",vins-rouges,6.45,0.75,,,https://media.e.leclerc/3211209133544_1,https://www.e.leclerc/pro/chateau-de-goelane-2022-bordeaux-superieur-aop-rouge-75-cl
"Alain Graillot, 2022 - Crozes-Hermitage AOP - Rouge - 75 cl",vins-rouges,29.5,0.75,,,https://media.e.leclerc/2030009532637_1,https://www.e.leclerc/pro/alain-graillot-2022-crozes-hermitage-aop-rouge-75-cl
"domaine des vals, 2024 - Languedoc AOP - Rouge - 75 cl",vins-rouges,4.9,0.75,,,https://media.e.leclerc/3419700105316_1,https://www.e.leclerc/pro/domaine-des-vals-2024-languedoc-aop-rouge-75-cl
"Mas des Mas, Jean Claude Mas, 2024 - Saint-Chinian AOP - Rouge - 75 cl",vins-rouges,5.95,0.75,14.5,54.71,https://fgellaobb.filerobot.com/3760040424613_1,https://www.e.leclerc/pro/mas-des-mas-jean-claude-mas-2024-saint-chinian-aop-rouge-75-cl
"Romain Duvernay BIO, 2023 - Beaumes-de-Venise AOP - Rouge - 75 cl",vins-rouges,10.3,0.75,14.5,94.71,https://media.e.leclerc/3760256771648_1,https://www.e.leclerc/pro/romain-duvernay-bio-2023-beaumes-de-venise-aop-rouge-75-cl
"Château La Bridane, 2022 - Saint-Julien AOP - Rouge - 75 cl",vins-rouges,25.8,0.75,13.5,254.81,https://media.e.leclerc/3444800072022_1,https://www.e.leclerc/pro/chateau-la-bridane-2022-saint-julien-aop-rouge-75-cl
"Couvent des Visitandines, 2024 - Bourgogne Pinot Noir AOP - Rouge - 75 cl",vins-rouges,9.13,0.75,12.5,97.39,https://media.e.leclerc/3040072714631_1,https://www.e.leclerc/pro/couvent-des-visitandines-2024-bourgogne-pinot-noir-aop-rouge-75-cl
"Château Camplazens, Maximus, 2023 - La Clape AOP - Rouge - 75 cl",vins-rouges,8.15,0.75,14.5,74.94,https://media.e.leclerc/3760067250547_1,https://www.e.leclerc/pro/chateau-camplazens-maximus-2023-la-clape-aop-rouge-75-cl
"Castelmaure, 2025 - Corbières AOP - Rouge - 75 cl",vins-rouges,,0.75,,,https://media.e.leclerc/3186127788896_1,https://www.e.leclerc/pro/castelmaure-2025-corbieres-aop-rouge-75-cl
" Clos Maginiai BIO, 2024 - Pic-Saint-Loup AOP - Rouge - 75 cl",vins-rouges,9.85,0.75,,,https://media.e.leclerc/3760043170487_1,https://www.e.leclerc/pro/clos-maginiai-bio-2024-pic-saint-loup-aop-rouge-75-cl
"Chasse spleen , 2023 - Moulis ou Moulis-en-Médoc AOP - Rouge - 75 cl",vins-rouges,27.95,0.75,,,https://media.e.leclerc/3770035677290_1,https://www.e.leclerc/pro/chasse-spleen-2023-moulis-ou-moulis-en-medoc-aop-rouge-75-cl
"Vin Le Fleur, 2024 - Pyrénées Atlantiques IGP - Rouge - 75 cl",vins-rouges,4.5,0.75,,,https://media.e.leclerc/3270256034518_1,https://www.e.leclerc/pro/vin-le-fleur-2024-pyrenees-atlantiques-igp-rouge-75-cl
"Château Graulet , 2022 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,7.4,0.75,,,https://media.e.leclerc/3480520010463_1,https://www.e.leclerc/pro/chateau-graulet-2022-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"E.Guigal, 2017 - Hermitage A.O.P. - Rouge -  75 cl",vins-rouges,53.5,0.75,,,https://media.e.leclerc/3536650201001_1,https://www.e.leclerc/pro/e-guigal-2017-hermitage-a-o-p-rouge-75-cl
"Château Paul Mas - Clos du Moulinas, 2024 - Languedoc Pézenas AOP - Rouge - 75 cl",vins-rouges,11.75,0.75,14.5,108.05,https://media.e.leclerc/3760040427027_1,https://www.e.leclerc/pro/chateau-paul-mas-clos-du-moulinas-2024-languedoc-pezenas-aop-rouge-75-cl
"CHATEAU DE RUTH , 2024 - Côtes du Rhône Villages Sainte-Cécile AOP - Rouge - 75 cl",vins-rouges,5.75,0.75,14.5,52.87,https://media.e.leclerc/3760130254083_1,https://www.e.leclerc/pro/chateau-de-ruth-2024-cotes-du-rhone-villages-sainte-cecile-aop-rouge-75-cl
"Gérard Bertrand Réserve, 2022 - Corbières AOP - Rouge - 75 cl",vins-rouges,7.3,0.75,,,https://media.e.leclerc/3514123111057_1,https://www.e.leclerc/pro/gerard-bertrand-reserve-2022-corbieres-aop-rouge-75-cl
"Château Poujeaux, 2023 - Moulis ou Moulis-en-Médoc AOP - Rouge - 75 cl",vins-rouges,22.5,0.75,12.5,240.0,https://media.e.leclerc/3441941123101_1,https://www.e.leclerc/pro/chateau-poujeaux-2023-moulis-ou-moulis-en-medoc-aop-rouge-75-cl
"Château Prieuré-Lichine, 2023 - Margaux AOP - Rouge - 75 cl",vins-rouges,34.75,0.75,,,https://media.e.leclerc/3700232908804_1,https://www.e.leclerc/pro/chateau-prieure-lichine-2023-margaux-aop-rouge-75-cl
"Romain Duvernay, 2023 - Cairanne AOP - Rouge - 75 cl",vins-rouges,7.18,0.75,14.5,66.02,https://media.e.leclerc/3760256777817_1,https://www.e.leclerc/pro/romain-duvernay-2023-cairanne-aop-rouge-75-cl
"Gérard Bertrand L'Indomptable de Cigalus BIO, 2023 - Pays d'Oc IGP - Rouge - 75 cl",vins-rouges,15.5,0.75,14.5,142.53,https://media.e.leclerc/3514120105400_1,https://www.e.leclerc/pro/gerard-bertrand-l-indomptable-de-cigalus-bio-2023-pays-d-oc-igp-rouge-75-cl
"Lucien crochet, 2022 - Sancerre AOP - Rouge - 75 cl",vins-rouges,23.5,0.75,,,https://media.e.leclerc/3701439607620_1,https://www.e.leclerc/pro/lucien-crochet-2022-sancerre-aop-rouge-75-cl
"Marquis de Seillan, 2019 - Saint-Mont AOP - Rouge - 75 cl",vins-rouges,5.76,0.75,13.5,56.89,https://media.e.leclerc/3270040270344_1,https://www.e.leclerc/pro/marquis-de-seillan-2019-saint-mont-aop-rouge-75-cl
"Château Terrebert, 2024 - Côtes du Marmandais A.O.P. - Rouge -  75 cl",vins-rouges,4.95,0.75,12.5,52.8,https://media.e.leclerc/3468000069927_1,https://www.e.leclerc/pro/chateau-terrebert-2024-cotes-du-marmandais-a-o-p-rouge-75-cl
"Domaine Pansiot, 2023 - Chorey-lès-Beaune AOP - Rouge - 75 cl",vins-rouges,19.95,0.75,13.5,197.04,https://media.e.leclerc/3760165606291_1,https://www.e.leclerc/pro/domaine-pansiot-2023-chorey-les-beaune-aop-rouge-75-cl
"François Villard L'appel des Sereines, 2021 - Vin de France - Rouge - 75 cl",vins-rouges,11.0,0.75,,,https://media.e.leclerc/3379810124822_1,https://www.e.leclerc/pro/francois-villard-l-appel-des-sereines-2021-vin-de-france-rouge-75-cl
"N°2 de Maucaillou, 2019 - Moulis AOP - Rouge - 75 cl",vins-rouges,14.4,0.75,,,https://media.e.leclerc/3760063166354_1,https://www.e.leclerc/pro/n-2-de-maucaillou-2019-moulis-aop-rouge-75-cl
"E. Guigal La Mouline, 2020 - Côte-Rotie AOP - Rouge - 75 cl",vins-rouges,329.59,0.75,,,https://media.e.leclerc/3536650111003_1,https://www.e.leclerc/pro/e-guigal-la-mouline-2020-cote-rotie-aop-rouge-75-cl
"Château Cantelaudette, 2022 - Graves de vayres AOP - Rouge -  75 cl",vins-rouges,5.5,0.75,13.5,54.32,https://media.e.leclerc/3397253020006_1,https://www.e.leclerc/pro/chateau-cantelaudette-2022-graves-de-vayres-aop-rouge-75-cl
"Chevalier Chastellon BIO, 2022 - Châteauneuf-du-Pape AOP - Rouge - 75 cl",vins-rouges,19.8,0.75,,,https://media.e.leclerc/3701433903643_1,https://www.e.leclerc/pro/chevalier-chastellon-bio-2022-chateauneuf-du-pape-aop-rouge-75-cl
"Château Fourcas Hosten BIO, 2022 - Listrac-Médoc AOP - Rouge - 75 cl",vins-rouges,20.95,0.75,,,https://media.e.leclerc/3760167296261_1,https://www.e.leclerc/pro/chateau-fourcas-hosten-bio-2022-listrac-medoc-aop-rouge-75-cl
"Château Lancyre BIO, 2023 - Pic-Saint-Loup AOP - Rouge - 75 cl",vins-rouges,11.35,0.75,,,https://media.e.leclerc/3760077570338_1,https://www.e.leclerc/pro/chateau-lancyre-bio-2023-pic-saint-loup-aop-rouge-75-cl
"Château Poujeaux, 2022 - Moulis ou Moulis-en-Médoc AOP - Rouge - 75 cl",vins-rouges,26.7,0.75,,,https://media.e.leclerc/3441941122104_1,https://www.e.leclerc/pro/chateau-poujeaux-2022-moulis-ou-moulis-en-medoc-aop-rouge-75-cl
"Puy Castéra, 2023 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,12.98,0.75,13.5,128.2,https://fgellaobb.filerobot.com/3701505002458_1,https://www.e.leclerc/pro/puy-castera-2023-saint-estephe-aop-rouge-75-cl
"Réserve de l'Herré - Malbec, 2022 - Pays d'Oc IGP - Rouge - 75 cl",vins-rouges,5.5,0.75,,,https://fgellaobb.filerobot.com/3760204755591_1,https://www.e.leclerc/pro/reserve-de-l-herre-malbec-2022-pays-d-oc-igp-rouge-75-cl
"Demi-bouteille -Mouton Cadet, 2023 - Bordeaux AOP - Rouge - 37.5 cl",vins-rouges,5.48,0.375,12.5,116.91,https://media.e.leclerc/3262151637376_1,https://www.e.leclerc/pro/demi-bouteille-mouton-cadet-2023-bordeaux-aop-rouge-37-5-cl
"Château Belgrave, 2018 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,29.35,0.75,13.5,289.88,https://fgellaobb.filerobot.com/3258691623535_1,https://www.e.leclerc/pro/chateau-belgrave-2018-haut-medoc-aop-rouge-75-cl
"Baron Philippe De Rothschild, 2022 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,16.18,0.75,13.5,159.8,https://media.e.leclerc/3262156045756_1,https://www.e.leclerc/pro/baron-philippe-de-rothschild-2022-haut-medoc-aop-rouge-75-cl
"Domaine Philippe Girard Vieilles Vignes, 2023 - Savigny-lès-Beaune AOP - Rouge -  75 cl",vins-rouges,19.95,0.75,,,https://media.e.leclerc/3379810087226_1,https://www.e.leclerc/pro/domaine-philippe-girard-vieilles-vignes-2023-savigny-les-beaune-aop-rouge-75-cl
"Château Paul Mas Clos des Mures, 2024 - Languedoc AOP - Rouge - 75 cl",vins-rouges,12.99,0.75,14.5,119.45,https://media.e.leclerc/3760040420394_1,https://www.e.leclerc/pro/chateau-paul-mas-clos-des-mures-2024-languedoc-aop-rouge-75-cl
"Château des Crès Ricards, Les Plots, 2023 - Terrasses du Larzac AOP - Rouge - 75 cl",vins-rouges,8.95,0.75,14.5,82.3,https://media.e.leclerc/3453040015614_1,https://www.e.leclerc/pro/chateau-des-cres-ricards-les-plots-2023-terrasses-du-larzac-aop-rouge-75-cl
"DOMAINE DU MAS AMIEL BIO, 2024 - Côtes-du-Roussillon AOP - Rouge - 75 cl",vins-rouges,9.9,0.75,13.5,97.78,https://media.e.leclerc/3281540003240_1,https://www.e.leclerc/pro/domaine-du-mas-amiel-bio-2024-cotes-du-roussillon-aop-rouge-75-cl
"E.Guigal Brune & Blonde, 2020 - Côte-Rotie AOP - Rouge - 75 cl",vins-rouges,58.09,0.75,,,https://media.e.leclerc/3536650101004_1,https://www.e.leclerc/pro/e-guigal-brune-blonde-2020-cote-rotie-aop-rouge-75-cl
"Connétable Talbot, 2022 - Saint-Julien AOP - Rouge - 75 cl",vins-rouges,32.55,0.75,,,https://media.e.leclerc/3661419222208_1,https://www.e.leclerc/pro/connetable-talbot-2022-saint-julien-aop-rouge-75-cl
"Punta de Flechas, 2023 - Valle de Uco, Argentine - Rouge -  75 cl",vins-rouges,8.0,0.75,,,https://fgellaobb.filerobot.com/7798128520311_1,https://www.e.leclerc/pro/punta-de-flechas-2023-valle-de-uco-argentine-rouge-75-cl
"Romain Duvernay, 2023 - Lirac AOP - Rouge - 75 cl",vins-rouges,8.6,0.75,14.5,79.08,https://media.e.leclerc/3760256771709_1,https://www.e.leclerc/pro/romain-duvernay-2023-lirac-aop-rouge-75-cl
"Château Pey La Tour , 2023 - Bordeaux AOP - Rouge - 75 cl",vins-rouges,7.04,0.75,,,https://media.e.leclerc/3258691589541_1,https://www.e.leclerc/pro/chateau-pey-la-tour-2023-bordeaux-aop-rouge-75-cl
"Les Caves du Vieux Mont, 2022 - Côtes du Jura AOP - Rouge - 75 cl",vins-rouges,10.45,0.75,12.5,111.47,https://media.e.leclerc/3760085480155_1,https://www.e.leclerc/pro/les-caves-du-vieux-mont-2022-cotes-du-jura-aop-rouge-75-cl
Chemin des Papes - Côtes du Rhône AOP - Rouge - Bag in Box - 3 L,vins-rouges,11.98,3.0,,,https://media.e.leclerc/3500610033698_1,https://www.e.leclerc/pro/chemin-des-papes-cotes-du-rhone-aop-rouge-bag-in-box-3-l
"Magnum  Les Sorcières Du Clos Des Fées, 2024 - Côtes-du-Roussillon AOP - Rouge - 150 cl",vins-rouges,27.95,1.5,13.5,138.02,https://media.e.leclerc/2030009532798_1,https://www.e.leclerc/pro/magnum-les-sorcieres-du-clos-des-fees-2024-cotes-du-roussillon-aop-rouge-150-cl
"Alain Brumont La Réserve de Bouscassé, 2020 - Madiran AOP - Rouge - 75 cl",vins-rouges,11.95,0.75,,,https://media.e.leclerc/3372220000724_1,https://www.e.leclerc/pro/alain-brumont-la-reserve-de-bouscasse-2020-madiran-aop-rouge-75-cl
"Olivier Coquard Diorite, 2023 - Côte de Brouilly AOP - Rouge - 75 cl",vins-rouges,13.9,0.75,13.5,137.28,https://fgellaobb.filerobot.com/3700558806921_1,https://www.e.leclerc/pro/olivier-coquard-diorite-2023-cote-de-brouilly-aop-rouge-75-cl
"Domaine des Coteaux blancs, Steve l'Intrépide - Vin de France - Rouge - 75 cl",vins-rouges,6.9,0.75,11.5,80.0,https://media.e.leclerc/3770029286071_1,https://www.e.leclerc/pro/domaine-des-coteaux-blancs-steve-l-intrepide-vin-de-france-rouge-75-cl
"Grand Vin de Reignac , 2022 - Bordeaux Supérieur AOP - Rouge - 75 cl",vins-rouges,17.95,0.75,,,https://media.e.leclerc/3492744075227_1,https://www.e.leclerc/pro/grand-vin-de-reignac-2022-bordeaux-superieur-aop-rouge-75-cl
" L'Aurore, 2023 - Bourgogne Pinot Noir AOP - Rouge - 75 cl",vins-rouges,8.5,0.75,12.5,90.67,https://media.e.leclerc/3338591001500_1,https://www.e.leclerc/pro/l-aurore-2023-bourgogne-pinot-noir-aop-rouge-75-cl
